Diplôme d'ingénieur design industriel de l’UTC de Compiègne;Diplôme d'ingénieur design industriel de l’UTC de Compiègne;5;2;"Conseillé et encadré, l'étudiant choisit ses UV (module d'enseignement) à l'intérieur d'un programme spécifique à la filière. On peut distinguer principalement :
les enseignements communs de la branche mécanique : résistance des matériaux, mécanique des vibrations, systèmes d'entraînement électriques, physique du solide, propriétés mécaniques
la technologie des matériaux : métalliques, composites, polymères, mise en œuvre des matériaux les fondements de la conception de produits : ergonomie, analyse de la valeur, méthodologie de conception, gestion de projets, maîtrise de la qualité, bureau d'études CFAO les connaissances spécifiques du design : conception formelle, design graphique, croquis et dessin de rendu, maquette volume, modélisation géométrique-CAO, sémiologie & psychométrie des produits, design automobile, pratique du projet les enseignements économiques et culturels : marketing, gestion des ressources technologiques, culture technique, propriété industrielle, art & société ...
En plus des stages de longues durées spécifiques à l'UTC, les étudiants travaillent sur des cas concrets proposés par nos partenaires industriels.";
Licence de physique à la faculté +  Ecole d'ingénieur master mécanique;Licence de physique à la faculté ;3;3;"""La licence de physique est centrée sur l'étude des connaissances fondamentales en physique générale, théorique et expérimentale. Au programme : électromagnétisme, mécanique, acoustique, optique, physique quantique, électronique, énergétique. S'y ajoute l'acquisition des outils informatiques et mathématiques permettant de formuler des problèmes de phyqiue afin de les traiter informatiquement et d'exploiter les résultats. En licence sont proposés des parcours tels que """"physique fondamentale"""", """"physique appliquée"""",  """"ingénierie physique"""" (avec une orientation vers l'instrumentation, l'électronique, la thermique), ou encore des parcours bi-disciplinaires de physique-sciences de la terre ou de physique-mathématiques. La licence permet de s'insérer dans le secteur de l'industrie et plus généralement de poursuivre des études en master ou en école d'ingénieur. Outre la diversité des formations de 1er cycle, et les spécificités qu'y apporte chaque établissement, des éléments de cadrage national ont été définis avec le concours de l'ensemble des acteurs de l'enseignement supérieur pour informer les lycéens et leurs familles. La réussite en première année de licence scientifique nécessite la maîtrise de connaissances et compétences acquises au lycée, une bonne connaissance des débouchés de chaque filière universitaire ainsi qu'un engagement du futur étudiant dans son projet d'étude choisi. Il est attendu des candidats en licence Mention PHYSIQUE : Disposer de compétences scientifiques Cette mention implique, en effet, d'avoir une capacité à analyser, poser une problématique et mener un raisonnement, une capacité d'abstraction, de logique et de modélisation et la maîtrise d'un socle de connaissances disciplinaires et des méthodes expérimentales associées. Disposer de compétences en communication Cette mention nécessite en effet une capacité à communiquer à l'écrit et à l'oral de manière rigoureuse et adaptée, une aptitude à se documenter dans au moins une langue étrangère, prioritairement anglaise et une capacité à l'écrire et à la parler à un niveau B. Disposer de compétences méthodologiques et comportementales Cette mention requiert une curiosité intellectuelle, une capacité à s'organiser et à conduire ses apprentissages et, enfin, une aptitude à programmer son travail personnel et à s'y tenir dans la durée. Dans ces grands domaines et pour toutes les mentions de licence scientifique, le lycéen doit attester a minima une maîtrise correcte des principales compétences scientifiques cibles de la classe de terminale. En outre : Chaque mention de licence scientifique se caractérise par une discipline majeure (le nom de la mention), pour laquelle il est préconisé une très bonne maîtrise des matières correspondantes au lycée, et une bonne maîtrise des compétences expérimentales éventuellement associées. Chaque mention inclut souvent une seconde discipline pour laquelle il est préconisé une bonne maîtrise des matières correspondantes au lycée. Une très bonne maîtrise des compétences attendues en Physique-Chimie à la fin de la classe de terminale est préconisée. Une bonne maîtrise des compétences expérimentales attendues en Physique-Chimie à la fin de la classe de terminale est préconisée. Une bonne maîtrise des compétences attendues en Mathématiques à la fin de la classe de terminale est préconisée en fonction du portail auquel appartient la mention.""";
Licence et master mécanique dans une école d'ingénieur post-bac ;Licence et master mécanique dans une école d'ingénieur post-bac ;5;3;"""La formation de l'étudiant en Ingénierie Mécanique comporte 4 semestres d'études et 2 semestres de stages industriels. Elle s'appuie sur l'acquisition d'un socle de connaissances permettant d'asseoir les fondamentaux scientifiques et techniques. Les enseignements dispensés comportent de nombreux aspects dédiés à l'expérimentation contribuant à développer le sens du concret et des réalités. Ils s'appuient également en très grande majorité sur une pédagogie par projets, principalement de natures industrielles, afin de favoriser le développement du travail en équipe, notamment en fin de cursus. Le modèle pédagogique innovant de l'UTC repose sur une formation à la carte : nos élèves-ingénieurs peuvent ainsi corréler leur formation avec leurs projets personnels et professionnels, et développent ainsi une très grande autonomie. La maîtrise de l'anglais est requise. Les enseignements s'organisent autour de trois grands domaines de compétences présents dans le département d'Ingénierie Mécanique : science et ingénierie de la mécanique numérique, de l'acoustique et des matériaux : modélisation des phénomènes physiques science et ingénierie de la mécanique et mécatronique : conception de systèmes mécatroniques et énergie électrique science et ingénierie des systèmes industriels : conception - industrialisation, fiabilité, design En fin de cursus, les élèves ingénieurs choisissent une filière. Ces filières permettent de distinguer plusieurs parcours de formation et donner une coloration """" métier """" correspondant à l'approfondissement d'un domaine porteur en termes d'employabilité. Le département d'Ingénierie Mécanique propose 9 filières pouvant être présentées comme suit : Acoustique et Vibration pour l'Ingénieur (AVI) : appréhender la maîtrise et la réduction des bruits et des vibrations des produits des industries mécaniques et du bâtiment pour la conception d'un système mécanique Conception Mécanique Intégrée (CMI) : analyser, modéliser et concevoir un système mécanique et son comportement en tenant compte des problématiques d'intégrations des composants et leurs systèmes de commande dans un contexte d'ingénierie collaborative Fiabilité et Qualité Industrielle (FQI) : concevoir une démarche d'ingénierie robuste en maitrisant les méthodes statistiques de pilotage et les problématiques de qualité, fiabilité et sureté de fonctionnement Ingénierie du Design Industriel (IDI) : concevoir des produits, en tenant compte des facteurs techniques, ergonomiques et esthétiques, et savoir communiquer un concept ou un projet de design Mécatronique, Actionneurs, Robotisation & Systèmes (MARS) : comprendre et maîtriser les machines électriques et leurs interactions avec l'électronique de puissance pour modéliser et dimensionner le contrôle d'un système mécatronique et ses contraintes d'intégration Matériaux et Innovation Technologique (MIT) : maîtriser les critères de choix des matériaux, leurs propriétés, procédés de mise en œuvre et modes de dégradations pour résoudre les principaux problèmes liés à leurs dans l'ensemble de la production industrielle Production Intégrée et Logistique (PIL) : analyser et résoudre les problèmes posés par la production et la chaîne logistique afférente afin d'organiser, modéliser et améliorer la gestion des produits, des machines et des hommes Simulation pour l'Ingénierie Mécanique (SIM) : proposer des modélisations numériques performantes et juste nécessaires pour analyser un système complexe et simuler son comportement multiphysique Une filière transversale est proposée dans tous les départements : Management des projets innovants. Cette filière intègre à la formation technico-scientifique une formation aux activités managériales de futurs cadres d'entreprise. Un label transversal est proposé dans tous les départements : Modélisation Mathématique """"Mod Math"""". Ce label est un parcours complémentaire à la filière (sur le même principe qu'un mineur) choisie par les étudiants et ouvert à toutes les branches de l'UTC et à toutes les filières. Cette formation est proposée par mes enseignants-chercheurs du LMAC, spécialistes reconnus dans un large spectre des mathématiques appliquées, qui pourront en outre faire profiter les candidats de leurs nombreux contacts institutionnels et industriels. La formation d'ingénieur mécanicien est également dispensée par la voie de l'apprentissage selon deux parcours : Le parcours Conception (CPT) qui est orienté sur les activités amont de la vie du produit Le parcours Industrialisation (IND) qui est orienté sur les problématiques liées aux moyens de production""";
BTS CPI - conception de produits industriels;BTS CPI - conception de produits industriels;2;2;"""Le/la titulaire du BTS Conception des produits industriels travaille en collaboration avec des spécialistes des domaines de la motorisation, des automatismes, de l'énergie, des procédés de transformation au sein d'une équipe de conception animée par un chef de projet. Il/elle intervient essentiellement au début de la chaîne de conception et de réalisation d'un produit (relations avec le client, conceptions préliminaire et détaillée et pré industrialisation en relation directe avec les spécialistes de production). Ce spécialiste de la conception détaillée des produits, capable de définir complètement tout ou partie d'un produit industriel intégrant une chaine d'action mécanique, doit s'intégrer à une équipe de conception de systèmes complexes. Le titulaire du BTS Conception des produits industriels s'insère dans des entreprises de toutes tailles TPE, PME et grandes entreprises. Tous les secteurs d'activités économiques mettant en œuvre des parties mécaniques sont concernés. Attendus nationaux de la plateforme d'inscription dans l'enseignement supérieur Parcoursup S'intéresser à la conception de produits mécaniques Disposer de compétences pour travailler en équipe dans le cadre d'une démarche de projet Disposer de compétences scientifiques et technologiques pour Interpréter et exploiter les informations obtenues à partir d'essais, de test, de simulations, de réalisations Disposer de compétences en matière de communication technique pour décrire une idée, un principe, une solution (produit, processus, système) Disposer de compétences en matière d'expression écrite et orale y compris en anglais pour communiquer et argumenter Le BTS Conception des produits industriels est accessible à tout titulaire d'un baccalauréat : bac STI2D, bac professionnel industriel de la production, bac S. Accès sur dossier, voire tests et/ou entretien. Un quota de places est réservé aux bacheliers technologiques et professionnels.Les bacheliers technologiques ou professionnels ayant obtenu la mention « bien » ou « très bien » au bac sont admis de droit dans les formations du secteur cohérentes avec leur bac.""";
BTS CIM - conception et industrialisation en microtechniques;BTS CIM - conception et industrialisation en microtechniques;2;2;"""Le titulaire de ce BTS intervient tout au long de la chaîne de développement et d'industrialisation d'appareils miniaturisés et pluritechnologiques. Il peut travailler dans une entreprise de conception et de fabrication de matériels de précision tels que les équipements électroniques et informatiques, l'industrie automobile, la construction aéronautique et spatiale, l'industrie nucléaire, le matériel médico-chirurgical, les instruments de mesure, l'optique, la photographie, l'horlogerie, le jouet, etc. Le technicien supérieur CIM conçoit et modifie des appareils et des équipements microtechniques selon un cahier des charges. Il optimise les associations de matériaux, les procédés, les processus et l'intégration de composants pluritechnologiques. Il modélise les solutions adoptées sur un poste de conception assisté par ordinateur (CAO) avant de les tester et de les valider en réalisant des maquettes et des prototypes et en concevant des outillages. En vue de l'industrialisation d'un produit, il définit tout ou partie du processus de production et vérifie la faisabilité du projet à partir de modèles numériques élaborés par ses soins. Il peut aussi participer à la maintenance d'appareils microtechniques, mettre en service de nouveaux équipements et en expliquer le fonctionnement aux opérateurs, améliorer les postes de travail existants et contribuer à la gestion de la production. Les bacs professionnels et les bacs technologiques STI2D se partagent majoritairement les places de ce BTS. Attendus nationaux de la plateforme d'inscription dans l'enseignement supérieur Parcoursup S'intéresser à la conception de produits mécaniques Disposer de compétences pour travailler en équipe dans le cadre d'une démarche de projet Disposer de compétences scientifiques et technologiques pour Interpréter et exploiter les informations obtenues à partir d'essais, de test, de simulations, de réalisations Disposer de compétences en matière de communication technique pour décrire une idée, un principe, une solution (produit, processus, système) Disposer de compétences en matière d'expression écrite et orale y compris en anglais pour communiquer et argumenter Le BTS Conception et industrialisation en microtechniques est accessible à tout titulaire d'un baccalauréat : bac STI2D, bac professionnel industriel en microtechniques, bac S. Accès sur dossier, voire tests et/ou entretien. Un quota de places est réservé aux bacheliers technologiques et professionnels.Les bacheliers technologiques ou professionnels ayant obtenu la mention « bien » ou « très bien » au bac sont admis de droit dans les formations du secteur cohérentes avec leur bac.""";
BTS CIRA - contrôle industriel et régulation automatique;BTS CIRA - contrôle industriel et régulation automatique;2;2;"""Le titulaire du BTS Contrôle industriel et régulation automatique est un spécialiste des systèmes automatisés de contrôle (comme les capteurs) et de régulation sur les chaînes de fabrication. Le but de la régulation étant de maintenir la pression, le débit et la température de la production. En amont de la fabrication, il propose des solutions techniques relatives aux systèmes de contrôle-commande et aux systèmes asservis parmi lesquels il doit faire un choix. Il participe ensuite à l’installation et à la mise en service, la maintenance et, même parfois, à la conduite de ces systèmes. La formation sur deux ans comprend des enseignements généraux et professionnels. A cela s’ajoutent 12 à 16 semaines de stage en entreprise. Il est possible d’effectuer toute ou une partie de la formation en alternance. Dans le BTS Contrôle industriel et régulation automatique, on retrouve les enseignements suivants : Français Anglais Mathématiques Sciences physiques Chimie et physique Physique appliquée Automatismes et logique Régulation Mesures industrielles et technologie d’appareillage """;
DUT GIM - génie industriel et maintenance;DUT GIM - génie industriel et maintenance;2;3;"""Le titulaire du DUT GMP peut participer aux étapes qui conduisent de l'expression du besoin au produit. Il analyse, modélise, conçoit, industrialise, organise et communique, produit, valide. Quel que soit le secteur industriel, les mêmes grandes étapes structurent le cycle de vie du produit : il participe à la conception ; à l'industrialisation (méthodes : process, produit, atelier fabrication, maintenance et qualité) ; à la gestion de production (ordonnancement, planification, approvisionnement) et de flux au contrôle, qualité, métrologie, sécurité environnementale. Le titulaire du DUT GMP exerce ses activités dans tout secteur économique (mécanique et machines-outils, aéronautique, navale, automobile, environnement et énergétique, nucléaire, médical, électroménager, sports et loisirs, transports, environnement, BTP et équipement). Il s'insère dans les équipes spécialisées ou polyvalentes des services et départements industriels : R & D (recherche et développement), essais ; bureaux d'études et d'outillage ; méthodes, industrialisation ; maintenance et supervision ; organisation et gestion de la production ; production ; assurance et contrôle de la qualité ; achat, vente et après-vente Compétences générales : Etre intéressé par l'industrie et par ses métiers, Avoir le goût des systèmes mécaniques, Avoir une culture générale et scientifique correcte, Avoir une maitrise du français permettant d'acquérir de nouvelles compétences, de comprendre un énoncé scientifique et de rédiger une solution à un problème, Avoir une connaissance suffisante de l'anglais permettant de progresser pendant la formation, Etre actif dans sa formation : écouter, participer et avoir envie d'apprendre. Compétences techniques et scientifiques : Etre capable d'appliquer une technique de résolution de problème, qu'il soit scientifique ou technique, Etre capable d'évoluer dans un environnement numérique, Aimer expérimenter et avoir le goût de la réalisation, Savoir mobiliser ses savoirs pour répondre à une problématique scientifique, Elaborer un raisonnement structuré et adapté à une situation scientifique. Qualités humaines: Avoir l'esprit d'équipe et savoir s'intégrer dans les travaux de groupe via les projets, travaux pratiques, Savoir s'impliquer dans ses études et fournir le travail nécessaire à sa réussite. Le DUT génie mécanique et productique est accessible à tout titulaire d'un baccalauréat : bac S, bac STI2D, bac STL, bac ES. Accès sur dossier, voire tests et/ou entretien. Un quota de places est réservé aux bacheliers technologiques.Les bacheliers technologiques ayant obtenu la mention « bien » ou « très bien » au bac sont admis de droit dans les formations du secteur cohérentes avec leur bac.Accès en année spéciale (DUT en 1 an) : avoir validé 60 crédits européens ou suivi un enseignement supérieur de 2 ans. Sur entretien.""";
DUT GMP - génie mécanique et productique;DUT GMP - génie mécanique et productique;2;2;"""Le titulaire du DUT GMP peut participer aux étapes qui conduisent de l'expression du besoin au produit. Il analyse, modélise, conçoit, industrialise, organise et communique, produit, valide. Quel que soit le secteur industriel, les mêmes grandes étapes structurent le cycle de vie du produit : il participe à la conception ; à l'industrialisation (méthodes : process, produit, atelier fabrication, maintenance et qualité) ; à la gestion de production (ordonnancement, planification, approvisionnement) et de flux au contrôle, qualité, métrologie, sécurité environnementale. Le titulaire du DUT GMP exerce ses activités dans tout secteur économique (mécanique et machines-outils, aéronautique, navale, automobile, environnement et énergétique, nucléaire, médical, électroménager, sports et loisirs, transports, environnement, BTP et équipement). Il s'insère dans les équipes spécialisées ou polyvalentes des services et départements industriels : R & D (recherche et développement), essais ; bureaux d'études et d'outillage ; méthodes, industrialisation ; maintenance et supervision ; organisation et gestion de la production ; production ; assurance et contrôle de la qualité ; achat, vente et après-vente""";
Faculté de médecine généraliste + DES pédriatrie;Faculté de médecine généraliste ;6;5;"""Le cursus de médecine débute avec la PACES (1re année commune aux études de santé) ou les";"alternatives mises en place dans certaines universités. 30 % des étudiants en moyenne franchissent l’obstacle du concours à l'issue. En 2018-2019, le numerus clausus en médecine (nombre de places ouvertes au concours fixé chaque année par l’État) s'élève à 8205 places, un chiffre en augmentation pour lutter contre les déserts médicaux. En 2e et 3e années, les études se répartissent entre cours magistraux, TP (travaux pratiques), études dirigées et stages. Il n'y plus de concours en vue, la pression se relâche pour un temps. Le programme comprend de la sémiologie, de la physiologie, de l'anatomie, de la microbiologie, etc. Les premières notions de pathologie, de pharmacologie ou de bactériologie apparaissent. S’y ajoutent des enseignements optionnels : philosophie des sciences, anglais médical, histoire de la médecine ou informatique médicale. La 3e année est plus clinique et se concentre davantage sur les sciences médicales, comme l'immunologie. Sur les 2 ans, 12 semaines de stage au minimum sont prévues. Ces stages ont lieu à l'hôpital dans des services généraux ou spécialisés, par exemple en dermatologie, en réanimation, en cardiologie, etc. La pratique commence avec un stage infirmier de 4 semaines à temps plein, l'été suivant la PACES. En fin de 3e année, les étudiants obtiennent le DFGSM (diplôme de formation générale en sciences médicales), reconnu au niveau licence. Les 4e, 5e et 6e années de médecine : l’externat Ces 3 années denses permettent d’acquérir une formation médicale complète et de se préparer à l’autre barrage des études de médecine : les ECNi (épreuves classantes nationales informatisées), qui détermineront la spécialité suivie. L'externat s’articule autour des pathologies, de leur thérapeutique et de leur prévention. Au programme : gériatrie, appareil locomoteur, neurologie, cancérologie, pédiatrie, etc. Le plus souvent, les enseignements sont organisés par modules thématiques, en général en lien avec les stages, par exemple, cardiologie/pneumologie/réanimation. S'y ajoutent des séminaires transversaux, comme l'addictologie, et ceux consacrés à la préparation des ECNi. La pratique clinique occupe de plus en plus de temps. Les externes sont à la fois étudiants et salariés de l’hôpital, et touchent une rémunération variable selon l'avancée du cursus. Certains stages sont obligatoires (par exemple médecine d'urgence, chirurgie à l'hôpital, etc.), d'autres libres. Au total, 25 gardes sont à effectuer au minimum sur les 3 ans et ont lieu principalement aux urgences. En fin de 6e année, pendant 2 jours, les étudiants en médecine passent les ECNi. Tout le monde a une place mais le choix de sa spécialité et du lieu où l’on exercera est déterminé par son classement. Les mieux classés choisissent en premier. À la fin de la 6e année, les étudiants obtiennent le DFASM (diplôme de formation approfondie en sciences médicales), reconnu au niveau master. Au total, il existe 44 spécialités : 13 d'entre elles sont dédiées à la discipline chirurgicale (urologie, chirurgie vasculaire, gynécologie-obstétrique, etc.) ; 30 autres relèvent de la discipline médicale (psychiatrie, pneumologie, radiologie et imagerie médicale, etc.) ; la biologie médicale est l'unique spécialité de la discipline biologique. Selon les spécialités, le nombre de places ouvertes chaque année varie fortement : chirurgie pédiatrique (24 places en 2017-2018), gériatrie (200 places), médecine générale (3 132 places), etc. L’internat dure de 3 à 6 ans, selon les spécialités. Il est organisé en trois phases : socle, approfondissement, consolidation. Les internes effectuent des 6 stages semestriels (au moins 6) et conservent parallèlement quelques enseignements théoriques. Membre de l'équipe médicale, ils acquièrent une autonomie qui va croissant avec l'expérience mais ils restent toujours sous la responsabilité des praticiens qui les forment. Enfin, ils préparent une thèse d'exercice. Après avoir validé stages, enseignements et mémoire, les internes obtiennent le DE de docteur en médecine, assorti du DES (diplôme d’études spécialisées) de la discipline suivie."""
Licence biologie + ;Licence biologie ;3;3;"""La licence biologie ou licence sciences de la vie est une formation diplômante de niveau bac+3 (ou niveau II) permettant d’acquérir 180 crédits ECTS et qui forme aux compétences de recherche scientifique liées à l’organisme, aux molécules et aux cellules vivantes. Il est fortement conseillé d’effectuer des stages dés la première année de licence biologie afin d’acquérir de l’expérience et de bénéficier à l’avenir d’une insertion professionnelle de qualité. L’alternance est également une possibilité dans ce cursus. Programme En première année de licence sciences de la vie, vous aborderez d’abord des matières plus générales qui consolident vos connaissances scientifiques de base comme : les mathématiques la physique la chimie la géologie l’informatique Dès la L2, le programme se spécialise et vous permet d’aborder : la microbiologie la biochimie la biologie cellulaire la génétique l’enzymologie En troisième année de licence, vous devrez probablement choisir votre spécialisation de parcours, qui sont très nombreuses : biologie cellulaire et physiologie biologie humaine et génétique_ biotechnologies biologie et biochimie biologie et environnement Des cours d’anglais scientifique sont par ailleurs prévus en complément de ces savoirs.""";
; Ecole de commerce master finance;2;4;"""Le master finance propose des enseignements théoriques et professionnels. La finance est une discipline très complexe qui nécessite de croiser de nombreux domaines comme le droit, la gestion, la fiscalité... La première année est consacrée à l'acquisition de connaissances communes, alors que la seconde année spécialise davantage les étudiants. Durant deux ans, les cours peuvet s'apparenter aux matières suivantes : Entreprise et marchés de capitaux Audit et commissariat aux comptes Comptabilité et information financière Contrôle de gestion Politique financière de l’entreprise Gestion financière approfondie Gestion d'actifs Ingénierie juridique, fiscale et financière Gestion bancaire et des risques Connaissances des marchés, études et simulations Au cours des deux années de Master, les étudiants réalisent un stage de 6 mois minimum pour acquérir un certain savoir-faire. Les masters en finance vous demanderont de réaliser un mémoire, soit sur le stage que vous avez réalisé, soit sur un sujet précis que vous aurez librement choisi. Cet exercice vise à vous apporter une expertise dans un domaine spécifique.""";
; Ecole d'ingénieur master finance;2;4;"""L'ingénierie financière est l'ensemble des techniques financières et juridiques mises en place pour résoudre un problème financier ou bien patrimonial que peut avoir un investisseur, une entreprise ou un actionnair Le Master Ingénierie Financière est le grade bac+5. Il peut s'effectuer en temps plein ou en alternance. Programme du Master Ingénierie Financière: Les deux années du Master Ingénierie Financière sont intensives. En effet, les étudiants acquièrent une multitude de connaissances et se professionnalisent rapidement. De plus, les étudiants assistent à des conférences et à des séminaires présentés par des professionnels de l'ingénierie financière. Les matières dispensées pendant le Master Ingénierie Financière sont : Information financière et évaluation des entreprises Opérations d’ingénierie financière Gestion financière et fiscale approfondie des entreprises Fiscalité de l'ingénierie financière Droit de l'ingénierie financière Les stages de minimum trois mois dans une entreprise sont obligatoires afin que les étudiants acquièrent leurs propres expériences. A l'issue de celui-ci, ils doivent rédiger un mémoire.""";
; Master finance à la faculté;2;3;"""Le master finance propose des enseignements théoriques et professionnels. La finance est une discipline très complexe qui nécessite de croiser de nombreux domaines comme le droit, la gestion, la fiscalité... La première année est consacrée à l'acquisition de connaissances communes, alors que la seconde année spécialise davantage les étudiants. Durant deux ans, les cours peuvet s'apparenter aux matières suivantes : Entreprise et marchés de capitaux Audit et commissariat aux comptes Comptabilité et information financière Contrôle de gestion Politique financière de l’entreprise Gestion financière approfondie Gestion d'actifs Ingénierie juridique, fiscale et financière Gestion bancaire et des risques Connaissances des marchés, études et simulations Au cours des deux années de Master, les étudiants réalisent un stage de 6 mois minimum pour acquérir un certain savoir-faire. Les masters en finance vous demanderont de réaliser un mémoire, soit sur le stage que vous avez réalisé, soit sur un sujet précis que vous aurez librement choisi. Cet exercice vise à vous apporter une expertise dans un domaine spécifique.""";
; Ecole de commerce master stratégie d'entreprise;2;4;"""Le Master en Management et Stratégies d’Entreprise est une formation de type Master (Bac+5), qui s’étale sur deux années et qui est dispensée par des établissements rattachés à la FEDE (Fédération Européenne Des Écoles). Il forme les étudiants à devenir les managers de demain et les prépare à orchestrer des stratégies d’entreprise dans le domaine du management, de la gestion, du marketing, à échelle nationale ou internationale, dans des entreprises de diverses tailles. L’objectif est de permettre aux étudiants de : maitriser les techniques de décisions stratégiques avoir des connaissances pointues en économie connaitre toutes les techniques de gestion du personnel avoir un excellent niveau d’anglais Programme du Master en Stratégie d’Entreprise Durant ces deux années de formation, les étudiants suivent des cours de : Marketing Droit et Économie Gestion et Comptabilité Commerce et Finances Techniques de Négociations Ressources humaines Langues vivantes Toutes ces matières ont pour objectif que les étudiants connaissent tous les aspects du fonctionnement d’une entreprise. Ces enseignements théoriques sont complétés par la rédaction d’un mémoire en lien avec le secteur professionnel en deuxième année et par des stages en entreprise chaque année (dont la durée peut varier, généralement de 4 à 6 mois) pour permettre aux étudiants de faire un premier pas dans la vie active.""";
; Ecole d'ingénieur stratégie d'entreprise;2;4;"""Le Master en Management et Stratégies d’Entreprise est une formation de type Master (Bac+5), qui s’étale sur deux années et qui est dispensée par des établissements rattachés à la FEDE (Fédération Européenne Des Écoles). Il forme les étudiants à devenir les managers de demain et les prépare à orchestrer des stratégies d’entreprise dans le domaine du management, de la gestion, du marketing, à échelle nationale ou internationale, dans des entreprises de diverses tailles. L’objectif est de permettre aux étudiants de : maitriser les techniques de décisions stratégiques avoir des connaissances pointues en économie connaitre toutes les techniques de gestion du personnel avoir un excellent niveau d’anglais Programme du Master en Stratégie d’Entreprise Durant ces deux années de formation, les étudiants suivent des cours de : Marketing Droit et Économie Gestion et Comptabilité Commerce et Finances Techniques de Négociations Ressources humaines Langues vivantes Toutes ces matières ont pour objectif que les étudiants connaissent tous les aspects du fonctionnement d’une entreprise. Ces enseignements théoriques sont complétés par la rédaction d’un mémoire en lien avec le secteur professionnel en deuxième année et par des stages en entreprise chaque année (dont la durée peut varier, généralement de 4 à 6 mois) pour permettre aux étudiants de faire un premier pas dans la vie active.""";
; Master management et stratégie d'entreprise à la faculté;2;4;"""Le Master en Management et Stratégies d’Entreprise est une formation de type Master (Bac+5), qui s’étale sur deux années et qui est dispensée par des établissements rattachés à la FEDE (Fédération Européenne Des Écoles). Il forme les étudiants à devenir les managers de demain et les prépare à orchestrer des stratégies d’entreprise dans le domaine du management, de la gestion, du marketing, à échelle nationale ou internationale, dans des entreprises de diverses tailles. L’objectif est de permettre aux étudiants de : maitriser les techniques de décisions stratégiques avoir des connaissances pointues en économie connaitre toutes les techniques de gestion du personnel avoir un excellent niveau d’anglais Programme du Master en Stratégie d’Entreprise Durant ces deux années de formation, les étudiants suivent des cours de : Marketing Droit et Économie Gestion et Comptabilité Commerce et Finances Techniques de Négociations Ressources humaines Langues vivantes Toutes ces matières ont pour objectif que les étudiants connaissent tous les aspects du fonctionnement d’une entreprise. Ces enseignements théoriques sont complétés par la rédaction d’un mémoire en lien avec le secteur professionnel en deuxième année et par des stages en entreprise chaque année (dont la durée peut varier, généralement de 4 à 6 mois) pour permettre aux étudiants de faire un premier pas dans la vie active.""";
; Ecole d'ingénieur master mécanique;2;4;"""Le Master mention Mécanique vous propose huit parcours pour maîtriser des techniques de fabrication de structures à base de différents matériaux (composites, bois, métalliques), pour dimensionner ces structures ainsi que pour maîtriser des systèmes énergétiques, fluidiques et de propulsion. Ce Master s'appuie sur deux parcours de première année (M1) : l'un est dispensé majoritairement en français, Mécanique, et l’autre majoritairement en langue anglaise, Mécanique International. En M1 Mécanique, vous suivez des enseignements théoriques et pratiques, essentiellement sur le site de la Faculté des Sciences et des Techniques de l'Université de Nantes, puis vous effectuez un stage en laboratoire de recherche ou en entreprise (2 mois minimum, en France ou à l’étranger). En deuxième année (M2), vous suivez des enseignements spécialisés majoritairement en mode projet. Le second semestre est uniquement consacré au stage, que vous effectuez soit en laboratoire de recherche, soit en entreprise. Le parcours de M2 Mécanique et Fiabilité des Structures (MFS) est proposé en formation initiale, à la Faculté des Sciences et des Techniques, et est ouvert en alternance (contrat de professionnalisation - voir partie """"Programme"""" pour le calendrier de l'alternance). Le parcours de M2 Reliability Based Structural MAintenance for marine REnewable ENErgy (MAREENE) est un parcours international proposé par la Faculté des Sciences et des Techniques. Le parcours Thermal Science and Energy est proposé à Polytech Nantes, en 2e année du master mention Mécanique. La formation est dispensée en anglais. Elle a pour objectif l'approfondissement de la prise en compte du développement durable dans le domaine de l'énergie. La formation sélective """"Cursus Master Ingénierie – Ingénierie en Calcul Mécanique"""" (CMI ICM) est construite à partir des parcours M1 Mécanique et M2 Mécanique et Fiabilité des Structures. Les diplômés de la mention mécanique ont les compétences nécessaires pour maîtriser des techniques de fabrication de structures à base de différents matériaux (composites, bois, métalliques), pour dimensionner et suivre ces structures, ainsi que maîtriser des systèmes énergétiques, fluidiques, et de propulsion. Cette mention s’adresse donc à tous les types de secteurs industriels, de service ou de recherche & innovation. Les orientations que peuvent prendre les diplômés de la mention de master Mécanique sont de deux natures : poursuivre leurs études avec la préparation d’une thèse de doctorat dans les domaines de la mécanique, du calcul numérique, des procédés, des matériaux, de l’ingénierie mécanique, de la thermique, de la fiabilité, de l’énergétique, de la propulsion, de la fabrication additive ; postuler aux métiers d’ingénieur d’étude, de calcul, de développement, ou de recherche et innovation dans les secteurs privés d’industrie ou de services.""";
